Count Iteration, Accuracy (%), ACC (%), TN (%), TP (%), TimeStep
15, 100.0, 95.01233604441789, 0.0, 100.0, 300000
16, 100.0, 95.01233604441789, 0.0, 100.0, 300000
17, 100.0, 95.01233604441789, 0.0, 100.0, 300000
18, 100.0, 95.01233604441789, 0.0, 100.0, 300000
19, 100.0, 95.01233604441789, 0.0, 100.0, 300000
20, 100.0, 95.01233604441789, 0.0, 100.0, 300000
21, 100.0, 95.01233604441789, 0.0, 100.0, 300000
22, 100.0, 95.01233604441789, 0.0, 100.0, 300000
23, 100.0, 95.01233604441789, 0.0, 100.0, 300000
24, 100.0, 95.01233604441789, 0.0, 100.0, 300000
25, 100.0, 95.01233604441789, 0.0, 100.0, 300000
26, 100.0, 95.01233604441789, 0.0, 100.0, 300000
