Count Iteration, Accuracy (%), ACC (%), TN (%), TP (%), TimeStep
1, 93.28968903436989, 89.08698001080498, 63.0114566284779, 30.27823240589198, 10000
2, 96.98905109489051, 89.08698001080498, 89.32481751824818, 7.664233576642336, 10000
3, 89.73288814691152, 89.08698001080498, 46.57762938230384, 43.15525876460768, 10000
4, 72.51533742331289, 89.08698001080498, 72.51533742331289, 0.0, 10000
1, 93.9443535188216, 90.43760129659644, 63.0114566284779, 30.9328968903437, 100000
2, 97.62773722627736, 90.43760129659644, 89.32481751824818, 8.302919708029197, 100000
3, 91.65275459098497, 90.43760129659644, 46.57762938230384, 45.07512520868113, 100000
4, 72.51533742331289, 90.43760129659644, 72.51533742331289, 0.0, 100000
1, 98.07692307692307, 92.09436340716731, 63.0114566284779, 35.06546644844517, 150000
2, 99.08759124087592, 92.09436340716731, 89.32481751824818, 9.762773722627738, 150000
3, 92.90484140233723, 92.09436340716731, 46.57762938230384, 46.327212020033386, 150000
4, 72.51533742331289, 92.09436340716731, 72.51533742331289, 0.0, 150000
1, 97.21767594108019, 92.70664505672609, 63.0114566284779, 34.20621931260229, 300000
2, 98.8138686131387, 92.70664505672609, 89.32481751824818, 9.48905109489051, 300000
3, 92.73789649415693, 92.70664505672609, 46.57762938230384, 46.16026711185309, 300000
4, 72.51533742331289, 92.70664505672609, 72.51533742331289, 0.0, 300000
