Count Iteration, Accuracy (%), ACC (%), TN (%), TP (%), TimeStep
1, 93.9443535188216, 85.86349720871601, 63.0114566284779, 30.9328968903437, 10000
2, 97.62773722627736, 85.86349720871601, 89.32481751824818, 8.302919708029197, 10000
3, 91.15191986644408, 85.86349720871601, 46.57762938230384, 44.574290484140235, 10000
4, 72.51533742331289, 85.86349720871601, 72.51533742331289, 0.0, 10000
1, 94.0671031096563, 86.58382856113812, 63.0114566284779, 31.055646481178396, 100000
2, 97.62773722627736, 86.58382856113812, 89.32481751824818, 8.302919708029197, 100000
3, 92.40400667779632, 86.58382856113812, 46.57762938230384, 45.826377295492485, 100000
4, 72.51533742331289, 86.58382856113812, 72.51533742331289, 0.0, 100000
1, 96.23567921440261, 89.06897172699442, 63.0114566284779, 33.224222585924714, 150000
2, 98.26642335766424, 89.06897172699442, 89.32481751824818, 8.94160583941606, 150000
3, 95.90984974958265, 89.06897172699442, 46.57762938230384, 49.3322203672788, 150000
4, 78.15950920245399, 89.06897172699442, 72.51533742331289, 5.644171779141105, 150000
1, 97.3404255319149, 89.86133621465873, 63.0114566284779, 34.32896890343699, 300000
2, 98.44890510948905, 89.86133621465873, 89.32481751824818, 9.124087591240876, 300000
3, 95.99332220367279, 89.86133621465873, 46.57762938230384, 49.41569282136895, 300000
4, 82.20858895705521, 89.86133621465873, 72.51533742331289, 9.69325153374233, 300000
