Count Iteration, Accuracy (%), ACC (%), TN (%), TP (%), TimeStep
1, 93.73706004140787, 84.91673853910967, 75.53485162180814, 18.202208419599724, 10000
2, 82.45492371705964, 84.91673853910967, 33.91123439667129, 48.54368932038835, 10000
3, 82.4479581390058, 84.91673853910967, 58.90114890228643, 23.546809236719373, 10000
4, 88.37776943297033, 84.91673853910967, 80.51070221554639, 7.8670672174239575, 10000
1, 87.52587991718427, 93.35566907715783, 75.53485162180814, 11.991028295376122, 100000
2, 87.30929264909847, 93.35566907715783, 33.91123439667129, 53.398058252427184, 100000
3, 96.20065976566944, 93.35566907715783, 58.89546126720509, 37.305198498464335, 100000
4, 94.63011641006383, 93.35566907715783, 80.51070221554639, 14.119414194517462, 100000
1, 93.84057971014492, 95.44218138393154, 75.53485162180814, 18.305728088336785, 150000
2, 91.95561719833564, 95.44218138393154, 33.91123439667129, 58.044382801664355, 150000
3, 96.26891138664543, 95.44218138393154, 58.83858491639177, 37.43032647025367, 150000
4, 97.39016147202403, 95.44218138393154, 80.51070221554639, 16.87945925647766, 150000
1, 89.66528640441685, 94.58634644728986, 75.53485162180814, 14.130434782608695, 300000
2, 92.71844660194175, 94.58634644728986, 33.91123439667129, 58.80721220527045, 300000
3, 95.83096348538278, 94.58634644728986, 58.90114890228643, 36.92981458309635, 300000
4, 98.27262485918138, 94.58634644728986, 80.51070221554639, 17.761922643634996, 300000
