Count Iteration, Accuracy (%), ACC (%), TN (%), TP (%), TimeStep
1, 98.1541802388708, 91.53936545240893, 43.97394136807817, 54.18023887079262, 10000
2, 95.46783625730994, 91.53936545240893, 55.409356725146196, 40.058479532163744, 10000
3, 95.46891464699684, 91.53936545240893, 60.06322444678609, 35.40569020021075, 10000
1, 99.45711183496199, 94.47708578143362, 43.97394136807817, 55.48317046688383, 100000
2, 97.953216374269, 94.47708578143362, 55.409356725146196, 42.54385964912281, 100000
3, 99.15700737618546, 94.47708578143362, 60.06322444678609, 39.09378292939937, 100000
1, 99.5656894679696, 94.32040736388562, 43.97394136807817, 55.591748099891426, 150000
2, 98.24561403508771, 94.32040736388562, 55.409356725146196, 42.83625730994152, 150000
3, 98.73551106427819, 94.32040736388562, 60.06322444678609, 38.6722866174921, 150000
1, 99.5656894679696, 94.04622013317665, 43.97394136807817, 55.591748099891426, 300000
2, 98.24561403508771, 94.04622013317665, 55.409356725146196, 42.83625730994152, 300000
3, 99.05163329820864, 94.04622013317665, 60.06322444678609, 38.98840885142255, 300000
